name,Time,TBulding,TSolving,Obj,Obj-GNN,Obj-MO,#Q,Size-A,Den-AO%,Cnt-AO,Den-AK%,Cnt-AK,Lim,CntX,Size-X-x,Size-X-y,Size-T-x,Size-T-y,R
cora_p_1,07-10-2022 06-53-24,42.42699217796326,0.8646378517150879,0.0,-52508.140020461455,-52508.12973380971,1270332,426,0.9863563225991315,1790,0.9863563225991315,1790,179,178,426,1433,1433,7,[211]
cora_p_1,07-10-2022 08-58-59,38.49217200279236,1.105463981628418,0.0,-52508.140020461455,-52508.12998394342,1270332,426,0.9863563225991315,1790,0.9863563225991315,1790,89,88,426,1433,1433,7,[211]
cora_p_1,07-10-2022 09-01-30,42.981956005096436,0.7162091732025146,26723.71848496951,-52508.140020461455,-25784.416188462477,1270332,426,0.9863563225991315,1790,0.9863563225991315,1790,35,34,426,1433,1433,7,[211]
cora_p_3,07-10-2022 09-08-45,371.76037096977234,1.8818528652191162,24820.73333230322,-72934.08882012671,-48113.34642260665,10705716,714,0.5978862133088529,3048,0.5978862133088529,3048,60,60,714,1433,1433,7,[366  90 450]
